goods_id,goods_image,goods_name,goods_price,id,sales_volume,attr_name,example_img,counter_price,engName,chiName,name,code,sub_name
Qy1,https://img.xinxinapp.net/community/imgs/20190610/d3b1706955779bc3a1c49d74f4f53bbb_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,MAC/魅可 棒棒糖唇釉8.5ml #106 No Interruptions泫雅色,130,0oAl,315.0,#106 No Interruptions泫雅色热卖,https://img.xinxinapp.net/community/imgs/20190610/787add7f3a90cc0ec62b76d5cfeedc91_100x100.jpeg?imageView2/0/w/200/h/200/interlace/1%7cimageMogr2/format/jpg,210.0,MAC,魅可,棒棒糖唇釉,106, No Interruptions泫雅色
Dee,https://img.xinxinapp.net/community/imgs/20190613/8a4eb5a820d41ec85b545185a3900fb6_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,YSL/圣罗兰 小金条方管细管唇膏2.2g #21/Rouge Paradoxe,217,Y6oP,659.0,#21/Rouge Paradoxe,https://img.xinxinapp.net/community/imgs/20190613/3f6295c38b83571ec05676af03852571_100x100.jpeg?imageView2/0/w/200/h/200/interlace/1%7cimageMogr2/format/jpg,335.0,YSL,圣罗兰,小金条方管细管唇膏,21,Rouge Paradoxe
vxL,https://img.xinxinapp.net/community/imgs/20190606/e4cb45ee2bc1fadcaaabfa68c96722e7_602x602.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,DIOR/迪奥 烈焰蓝金唇膏口红3.5g #999/Matte哑光版,172,wZk,2210.0,#999/Matte哑光版热卖,https://img.xinxinapp.net/community/imgs/20190606/0ac6add4e55aada1816ca7d26d926cea_100x100.jpeg?imageView2/0/w/200/h/200/interlace/1%7cimageMogr2/format/jpg,315.0,DIOR,迪奥,烈焰蓝金唇膏口红,999,Matte哑光版
7GN,https://img.xinxinapp.net/community/imgs/20190611/97cd275dcc479d53879f7255c8e0de98_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,TOM FORD/汤姆福特TF 黑管唇膏3g #80/Impassioned,225,oL7R,1627.0,,,,TOM FORD,汤姆福特TF,黑管唇膏,80,Impassioned
7GN,https://img.xinxinapp.net/community/imgs/20190611/109da9731725ec9e29c741217dfa7aa6_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,TOM FORD/汤姆福特TF 黑管唇膏3g #16/Scarlet Rouge,225,wrLa,1627.0,,,,TOM FORD,汤姆福特TF,黑管唇膏,16,Scarlet Rouge
wrk,https://img.xinxinapp.net/community/imgs/20190612/bccf430aeee15694ea2afb567a50dd24_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,ARMANI/乔治阿玛尼 红管唇釉 #405/Sultan,209,5rwX,1890.0,#405/Sultan热卖,https://img.xinxinapp.net/community/imgs/20190828/20be499f7062873f6ddd2a49c73854cc_100x100.jpeg?imageView2/0/w/200/h/200/interlace/1%7cimageMogr2/format/jpg,310.0,ARMANI,乔治阿玛尼,红管唇釉,405,Sultan
3G5,https://img.xinxinapp.net/community/imgs/20190625/2e8d911f5410e3cfbb89d7352de767a3_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,YSL/圣罗兰 黑管唇釉5.5ml #416/Psychedelic Chili番茄红,177,w8LV,1567.0,,,,YSL,圣罗兰,黑管唇釉,416,Psychedelic Chili番茄红
wrk,https://img.xinxinapp.net/community/imgs/20190918/2c1892eeee777c065791d4412be77340_800x800.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,ARMANI/乔治阿玛尼 红管唇釉 #206/Cedar ,280,7LO7,1890.0,#206/Cedar ,https://img.xinxinapp.net/community/imgs/20190918/174af7122ea209cb914dd7a5668dd75f_90x84.jpeg?imageView2/0/w/200/h/200/interlace/1%7cimageMogr2/format/jpg,310.0,ARMANI,乔治阿玛尼,红管唇釉,206,Cedar 
xde,https://img.xinxinapp.net/community/imgs/20190918/c90bb8e715dcca3e30a30f41167411a3_800x800.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,GIVENCHY/纪梵希 红丝绒唇膏3.4g #7/Rouge Graine,296,8my8,281.0,N37/Rouge Graine,https://img.xinxinapp.net/community/imgs/20190918/0657ec7a7f1c21a84d74e2ab63afd68e_94x92.jpeg?imageView2/0/w/200/h/200/interlace/1%7cimageMogr2/format/jpg,345.0,GIVENCHY,纪梵希,红丝绒唇膏,7,Rouge Graine
aKL,https://img.xinxinapp.net/community/imgs/20190606/c1b44d52a31321daf2cf4bc5bddc9d56_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,MAC/魅可 子弹头唇膏口红3g #602/Chili小辣椒,108,oak,3001.0,#602/Chili小辣椒热卖,https://img.xinxinapp.net/community/imgs/20190606/ecf1c6492de5fcb2cd82fa95362083e0_100x100.jpeg?imageView2/0/w/200/h/200/interlace/1%7cimageMogr2/format/jpg,170.0,MAC,魅可,子弹头唇膏口红,602,Chili小辣椒
aEL,https://img.xinxinapp.net/community/imgs/20190613/1ab3fe821f87ef780b86dc8f8891603b_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,YSL/圣罗兰 莹亮纯魅圆管唇膏 #80,176,3olL,825.0,#80,https://img.xinxinapp.net/community/imgs/20190613/200798fa75c679361d18113af7d79dc3_100x100.jpeg?imageView2/0/w/200/h/200/interlace/1%7cimageMogr2/format/jpg,320.0,YSL,圣罗兰,莹亮纯魅圆管唇膏,80,
kKP,https://img.xinxinapp.net/community/imgs/20190611/e0d672b4b8ecf0959b3711f3efc83090_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,MAC/魅可 磨砂唇膏3g #316/Devoted To Chili柔雾小辣椒,125,8kPK,1103.0,#316/Devoted To Chili柔雾小辣椒热卖,https://img.xinxinapp.net/community/imgs/20190611/de9bed86ba40f86d6671f12576a46f28_100x100.jpeg?imageView2/0/w/200/h/200/interlace/1%7cimageMogr2/format/jpg,170.0,MAC,魅可,磨砂唇膏,316,Devoted To Chili柔雾小辣椒
vxL,https://img.xinxinapp.net/community/imgs/20190606/7f23faf97a8ffb75e8e4d4bb3b9b5e8b_518x518.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,DIOR/迪奥 烈焰蓝金唇膏口红3.5g #999/Satin滋润版,168,7QN,2210.0,#999/Satin滋润版热卖,https://img.xinxinapp.net/community/imgs/20190606/4ae90d1fb031d3c18f4d2fa0a810f1c0_100x100.jpeg?imageView2/0/w/200/h/200/interlace/1%7cimageMogr2/format/jpg,315.0,DIOR,迪奥,烈焰蓝金唇膏口红,999,Satin滋润版
aKL,https://img.xinxinapp.net/community/imgs/20190610/4b5d7759439f72bc79d5409ae4c67104_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,MAC/魅可 子弹头唇膏口红3g #646/Marrakesh脏橘色,111,Z1Ax,3001.0,#646/Marrakesh脏橘色热卖,https://img.xinxinapp.net/community/imgs/20190610/1663e2e9ca21f03c65127d2abdcb5647_100x100.jpeg?imageView2/0/w/200/h/200/interlace/1%7cimageMogr2/format/jpg,170.0,MAC,魅可,子弹头唇膏口红,646,Marrakesh脏橘色
A0J,https://img.xinxinapp.net/community/imgs/20190906/57e010474d8c47b472552ea5175e8003_800x800.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,YSL/圣罗兰 小银条唇膏 #107/Bare Burgundy,254,mYQ2,362.0,#107/Bare Burgundy,https://img.xinxinapp.net/community/imgs/20190906/a68b1ec08af1da913a0d0696deb341d1_48x52.jpeg?imageView2/0/w/200/h/200/interlace/1%7cimageMogr2/format/jpg,320.0,YSL,圣罗兰,小银条唇膏,107,Bare Burgundy
wrk,https://img.xinxinapp.net/community/imgs/20190918/857249a9840ea549491ade19abdffeb2_800x800.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,ARMANI/乔治阿玛尼 红管唇釉 #415/Redwood,279,b58k,1890.0,#415/Redwood,https://img.xinxinapp.net/community/imgs/20190918/fe80212e94d686bea5ffb4882504790e_107x96.jpeg?imageView2/0/w/200/h/200/interlace/1%7cimageMogr2/format/jpg,310.0,ARMANI,乔治阿玛尼,红管唇釉,415,Redwood
NeQ,https://img.xinxinapp.net/community/imgs/20190610/ac40b1435e333ad79c1b2c2eee54c2ea_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,ARMANI/乔治阿玛尼 全新挚爱哑光唇膏4g #400,208,ALvy,154.0,#400热卖,https://img.xinxinapp.net/community/imgs/20190610/efadea07c02a6a6f6b454947830dd6c8_100x100.jpeg?imageView2/0/w/200/h/200/interlace/1%7cimageMogr2/format/jpg,320.0,ARMANI,乔治阿玛尼,全新挚爱哑光唇膏,400,
kOx,https://img.xinxinapp.net/community/imgs/20190610/29be3302b773dc529c1767a422b16244_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,GIVENCHY/纪梵希 小羊皮唇膏3.4g #306,187,5PAk,994.0,N°306热卖,https://img.xinxinapp.net/community/imgs/20190610/07eb5db4e4e3bd257207e0f8e2e000c4_100x100.jpeg?imageView2/0/w/200/h/200/interlace/1%7cimageMogr2/format/jpg,345.0,GIVENCHY,纪梵希,小羊皮唇膏,306,
wrk,https://img.xinxinapp.net/community/imgs/20190612/fb0890a2207010928c07e6861012b082_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,ARMANI/乔治阿玛尼 红管唇釉 #200/Terra,198,yx01,1890.0,#200/Terra热卖,https://img.xinxinapp.net/community/imgs/20190612/7061f61e2e44ce55676c8d3e1fb1e597_100x100.jpeg?imageView2/0/w/200/h/200/interlace/1%7cimageMogr2/format/jpg,310.0,ARMANI,乔治阿玛尼,红管唇釉,200,Terra
aKL,https://img.xinxinapp.net/community/imgs/20190610/137233bacb6f7237afa1af91fc25792e_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,MAC/魅可 子弹头唇膏口红3g #707/Ruby Woo经典正红色,119,z1Ep,3001.0,#707/Ruby Woo经典正红色热卖,https://img.xinxinapp.net/community/imgs/20190610/34fb8ed48f1767ad125d7360f714520b_100x100.jpeg?imageView2/0/w/200/h/200/interlace/1%7cimageMogr2/format/jpg,170.0,MAC,魅可,子弹头唇膏口红,707,Ruby Woo经典正红色
aEL,https://img.xinxinapp.net/community/imgs/20190613/5171e9fa27b13aa4e391870c5051dc69_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,YSL/圣罗兰 莹亮纯魅圆管唇膏 #83,171,y7Gv,825.0,#83,https://img.xinxinapp.net/community/imgs/20190613/081c6aec87bcbadb4dd29002639be780_100x100.jpeg?imageView2/0/w/200/h/200/interlace/1%7cimageMogr2/format/jpg,320.0,YSL,圣罗兰,莹亮纯魅圆管唇膏,83,
3G5,https://img.xinxinapp.net/community/imgs/20190625/516fea830e9ced6a2a642b4eb3c1a808_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,YSL/圣罗兰 黑管唇釉5.5ml #401/Rouge Vinyle车厘子色,155,ob7k,1567.0,,,,YSL,圣罗兰,黑管唇釉,401,Rouge Vinyle车厘子色
vxL,https://img.xinxinapp.net/community/imgs/20190717/cbf1d66d009a8c30d8cebec36f3a3401_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,DIOR/迪奥 烈焰蓝金唇膏口红3.5g #999/Metallic金属版,155,Azpk,2210.0,#999/Metallic金属版热卖,https://img.xinxinapp.net/community/imgs/20190717/5ed752b7209239637c552a193ef2f047_100x100.jpeg?imageView2/0/w/200/h/200/interlace/1%7cimageMogr2/format/jpg,315.0,DIOR,迪奥,烈焰蓝金唇膏口红,999,Metallic金属版
5kn,https://img.xinxinapp.net/community/imgs/20190624/0c6270c9db5b52d350b393c2f58f670c_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,DIOR/迪奥 黑管漆光唇釉口红唇膏 #740/Club,180,E02q,256.0,#740/Club热卖,https://img.xinxinapp.net/community/imgs/20190624/cda7755ce12ca4febb5e1c08f33adf52_100x100.jpeg?imageView2/0/w/200/h/200/interlace/1%7cimageMogr2/format/jpg,315.0,DIOR,迪奥,黑管漆光唇釉口红唇膏,740,Club
wrk,https://img.xinxinapp.net/community/imgs/20190612/9fd8cbef2208b718750751d8fd49cc52_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,ARMANI/乔治阿玛尼 红管唇釉 #400/The Red,190,KGz8,1890.0,#400/The Red热卖,https://img.xinxinapp.net/community/imgs/20190612/c62a38cdc44a81db6c95fc975f670faa_100x100.jpeg?imageView2/0/w/200/h/200/interlace/1%7cimageMogr2/format/jpg,310.0,ARMANI,乔治阿玛尼,红管唇釉,400,The Red
N7Y,https://img.xinxinapp.net/community/imgs/20190610/c38ac7a47e0f4851396b1c519ca0c079_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,CHANEL/香奈儿 炫亮魅力丝绒哑光唇膏3.5g #58/Rouge Vie,268,rZl,158.0,#58/Rouge Vie热卖,https://img.xinxinapp.net/community/imgs/20190610/9e9104195bc05e2669a29bdf21e79de2_100x100.jpeg?imageView2/0/w/200/h/200/interlace/1%7cimageMogr2/format/jpg,320.0,CHANEL,香奈儿,炫亮魅力丝绒哑光唇膏,58,Rouge Vie
Dee,https://img.xinxinapp.net/community/imgs/20190613/4c6d34c178f8f0e2cd0c7987a3b11f98_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,YSL/圣罗兰 小金条方管细管唇膏2.2g #9/Red Enigma,209,n7XY,659.0,#9/Red Enigma,https://img.xinxinapp.net/community/imgs/20190613/18fb06f227e4c32f093ecfb7b98ae649_100x100.jpeg?imageView2/0/w/200/h/200/interlace/1%7cimageMogr2/format/jpg,335.0,YSL,圣罗兰,小金条方管细管唇膏,9,Red Enigma
kOx,https://img.xinxinapp.net/community/imgs/20190610/94ab865fd0f10d99f580836ea2b34d7e_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,GIVENCHY/纪梵希 小羊皮唇膏3.4g #305,163,VZga,994.0,N°305热卖,https://img.xinxinapp.net/community/imgs/20190610/8a59d32c734c538f5f7d9ae788602a7a_100x100.jpeg?imageView2/0/w/200/h/200/interlace/1%7cimageMogr2/format/jpg,345.0,GIVENCHY,纪梵希,小羊皮唇膏,305,
bPE,https://img.xinxinapp.net/community/imgs/20190808/62a41c0662b64237dc7a1aedce713fe5_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,YSL/圣罗兰 黑管水光唇釉 #17/玫瑰豆沙色,185,AzBl,287.0,N617/玫瑰豆沙色,https://img.xinxinapp.net/community/imgs/20190808/df8f8a9f0ffdae956cd5f898181ccf03_100x100.jpeg?imageView2/0/w/200/h/200/interlace/1%7cimageMogr2/format/jpg,320.0,YSL,圣罗兰,黑管水光唇釉,17,玫瑰豆沙色
kOx,https://img.xinxinapp.net/community/imgs/20191008/8ef1d1af1cd425194503ca3461e90239_800x800.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,GIVENCHY/纪梵希 小羊皮唇膏3.4g #333/L'interdit,227,5gNN,994.0,N°333/L'interdit,https://img.xinxinapp.net/community/imgs/20191008/0888ba72f1c9058667c04783c529cbfe_86x87.png?imageView2/0/w/200/h/200/interlace/1%7cimageMogr2/format/jpg,345.0,GIVENCHY,纪梵希,小羊皮唇膏,333,Linterdit
ewl,https://img.xinxinapp.net/community/imgs/20190617/42b6a5b633525a782e03f769ace8a118_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,LANCÔME/兰蔻 菁纯唇膏3.4g #196/朱砂橘（哑光）,230,ALl,174.0,#196/朱砂橘（哑光）热卖,https://img.xinxinapp.net/community/imgs/20190606/a93182f3310036139d41ca08bdb9ad70_100x100.jpeg?imageView2/0/w/200/h/200/interlace/1%7cimageMogr2/format/jpg,270.0,LANCÔME,兰蔻,菁纯唇膏,196,朱砂橘哑光
aKL,https://img.xinxinapp.net/community/imgs/20190610/3b282c37b2412a4d6b9ad2e853bec9bf_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,MAC/魅可 子弹头唇膏口红3g #108/Dubonnet牛血色,120,BdJm,3001.0,#108/Dubonnet牛血色热卖,https://img.xinxinapp.net/community/imgs/20190610/fe2ac6be9c4dadbccd9f28c3e7f96641_100x100.jpeg?imageView2/0/w/200/h/200/interlace/1%7cimageMogr2/format/jpg,170.0,MAC,魅可,子弹头唇膏口红,108,Dubonnet牛血色
vxL,https://img.xinxinapp.net/community/imgs/20190606/68069118bcbadcd2629d7552a18ee977_500x500.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,DIOR/迪奥 烈焰蓝金唇膏口红3.5g #772/Classic Matte,217,5wk,2210.0,#772/Classic Matte,https://img.xinxinapp.net/community/imgs/20190606/fcd3de9e82dc5ff4923406e7282ea473_100x100.jpeg?imageView2/0/w/200/h/200/interlace/1%7cimageMogr2/format/jpg,315.0,DIOR,迪奥,烈焰蓝金唇膏口红,772,Classic Matte
GD8D,https://img.xinxinapp.net/community/imgs/20191008/f32e506f5c312134379655b5a5b263a1_800x800.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,LANCÔME/兰蔻 菁纯宝石唇膏 #02/鸽血红,194,gDy0,51.0,#02/鸽血红,https://img.xinxinapp.net/community/imgs/20191008/0151b462b5c1049e8fd48481b536ce86_41x42.jpeg?imageView2/0/w/200/h/200/interlace/1%7cimageMogr2/format/jpg,270.0,LANCÔME,兰蔻,菁纯宝石唇膏,02,鸽血红
bPE,https://img.xinxinapp.net/community/imgs/20190808/4d7c0a32442f3b0d2a30735ad4de49cd_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,YSL/圣罗兰 黑管水光唇釉 #13/猩红牛血色,203,rQlz,287.0,N613/猩红牛血色,https://img.xinxinapp.net/community/imgs/20190808/6e92f5c748dcd6d96f4f259efb5094c6_100x100.jpeg?imageView2/0/w/200/h/200/interlace/1%7cimageMogr2/format/jpg,320.0,YSL,圣罗兰,黑管水光唇釉,13,猩红牛血色
3G5,https://img.xinxinapp.net/community/imgs/20190625/36a645cdd4f19a26b06592ddec08b85e_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,YSL/圣罗兰 黑管唇釉5.5ml #407/Carmin Session豆沙色,155,rKZz,1567.0,,,,YSL,圣罗兰,黑管唇釉,407,Carmin Session豆沙色
7GN,https://img.xinxinapp.net/community/imgs/20190611/35ad90af73b140e5de5ee21730b0268f_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,TOM FORD/汤姆福特TF 黑管唇膏3g #15/Wild Ginger,210,8Ggz,1627.0,,,,TOM FORD,汤姆福特TF,黑管唇膏,15,Wild Ginger
Dee,https://img.xinxinapp.net/community/imgs/20190613/08e223c947dadbbdd7cf2860ce9711c5_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,YSL/圣罗兰 小金条方管细管唇膏2.2g #12/Nu Incongru,179,JD6q,659.0,#12/Nu Incongru,https://img.xinxinapp.net/community/imgs/20190613/55cecb6814c2391d85dae7239396e574_100x100.jpeg?imageView2/0/w/200/h/200/interlace/1%7cimageMogr2/format/jpg,335.0,YSL,圣罗兰,小金条方管细管唇膏,12,Nu Incongru
nOw,https://img.xinxinapp.net/community/imgs/20190613/5a8577b971195216c055bf413a8d0855_800x800.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,YSL/圣罗兰 镜面唇釉6ml #09/红釉 番茄水红,155,P5zp,142.0,#09/红釉 热卖番茄水红,https://img.xinxinapp.net/community/imgs/20190613/b9e38edf1cec4c626e37d65f0cf3f2f8_100x100.jpeg?imageView2/0/w/200/h/200/interlace/1%7cimageMogr2/format/jpg,320.0,YSL,圣罗兰,镜面唇釉,09,红釉 番茄水红
wrk,https://img.xinxinapp.net/community/imgs/20190612/06eb38d9dbac3922d9d4c74c8035a1a0_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,ARMANI/乔治阿玛尼 红管唇釉 #201/Dark Velvet,194,vaZw,1890.0,#201/Dark Velvet热卖,https://img.xinxinapp.net/community/imgs/20190612/ac21968887f0cfd60a0f47df337f0372_100x100.jpeg?imageView2/0/w/200/h/200/interlace/1%7cimageMogr2/format/jpg,310.0,ARMANI,乔治阿玛尼,红管唇釉,201,Dark Velvet
dZ5,https://img.xinxinapp.net/community/imgs/20190612/7abee0538fe0fc68b29473e7b0cc86c9_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,CHANEL/香奈儿 炫亮魅力印记唇釉6ml #154,240,JoXX,167.0,#154热卖,https://img.xinxinapp.net/community/imgs/20190612/d30c6b825355861fa5410554a62ac91c_100x100.jpeg?imageView2/0/w/200/h/200/interlace/1%7cimageMogr2/format/jpg,320.0,CHANEL,香奈儿,炫亮魅力印记唇釉,154,
Jrv,https://img.xinxinapp.net/community/imgs/20190620/6cb105b8e0f9a75677dbfc9d5e774a07_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,Estee Lauder/雅诗兰黛 倾慕唇膏3.5g #420/轻奢瑰情,151,wxD,160.0,#420/轻奢瑰情热卖,https://img.xinxinapp.net/community/imgs/20190606/18a903055177a30a6870e4178b470b5b_100x100.jpeg?imageView2/0/w/200/h/200/interlace/1%7cimageMogr2/format/jpg,270.0,Estee Lauder,雅诗兰黛,倾慕唇膏,420,轻奢瑰情
Dee,https://img.xinxinapp.net/community/imgs/20190613/f6505c29781fb599ce510f549f833cf9_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,YSL/圣罗兰 小金条方管细管唇膏2.2g #23/Mystery Red,224,Q3qR,659.0,#23/Mystery Red,https://img.xinxinapp.net/community/imgs/20190613/06345e0708410ed77d0b094902f3ef97_100x100.jpeg?imageView2/0/w/200/h/200/interlace/1%7cimageMogr2/format/jpg,335.0,YSL,圣罗兰,小金条方管细管唇膏,23,Mystery Red
oL1,https://img.xinxinapp.net/community/imgs/20190612/4f2e1cfe5e07308abe37060982ef9f49_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,ARMANI/乔治阿玛尼 漆光迷情黑管唇釉6ml #500/Vintage 金闪锦鲤色,183,0X29,187.0,#500/Vintage 金闪锦鲤色,https://img.xinxinapp.net/community/imgs/20190612/1acdf0dff7eadd7def9c719fb09f8c25_100x100.jpeg?imageView2/0/w/200/h/200/interlace/1%7cimageMogr2/format/jpg,310.0,ARMANI,乔治阿玛尼,漆光迷情黑管唇釉,500,Vintage 金闪锦鲤色
aEL,https://img.xinxinapp.net/community/imgs/20190613/df1eeba0f6ee64662f17410104498972_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,YSL/圣罗兰 莹亮纯魅圆管唇膏 #12 斩男色,155,obYN,825.0,#12 热卖斩男色,https://img.xinxinapp.net/community/imgs/20190613/a43e592a27740201d02d3155f071ba2c_100x100.jpeg?imageView2/0/w/200/h/200/interlace/1%7cimageMogr2/format/jpg,320.0,YSL,圣罗兰,莹亮纯魅圆管唇膏,12, 斩男色
xxK5,https://img.xinxinapp.net/community/imgs/20191108/21b148364f9c23b137dce57c05d2c20b_800x800.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,GIVENCHY/纪梵希 禁忌之吻2019圣诞限量 #28/Thrilling Brown- Red Line Collection,257,eRQV,19.0,#28/Thrilling Brown- Red Line Collection,https://img.xinxinapp.net/community/imgs/20191108/76d7c1dc6ef67ca89d19300378e6ed4b_800x800.jpeg?imageView2/0/w/200/h/200/interlace/1%7cimageMogr2/format/jpg,300.0,GIVENCHY,纪梵希,禁忌之吻圣诞限量,28,Thrilling Brown Red Line Collection
aKL,https://img.xinxinapp.net/community/imgs/20190610/bdcc41178ca1cc5774ad83a8b9ed2654_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,MAC/魅可 子弹头唇膏口红3g #502/Cockney 少女草莓红,108,R9AR,3001.0,#502/Cockney 少女草莓红热卖,https://img.xinxinapp.net/community/imgs/20190610/9a606d63867db3191d07304e8d688e13_100x100.jpeg?imageView2/0/w/200/h/200/interlace/1%7cimageMogr2/format/jpg,170.0,MAC,魅可,子弹头唇膏口红,502,Cockney 少女草莓红
3G5,https://img.xinxinapp.net/community/imgs/20190625/a820031a75e453dea0293b0058f97587_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,YSL/圣罗兰 黑管唇釉5.5ml #409/Burgundy Vibes梅子色,169,58DX,1567.0,,,,YSL,圣罗兰,黑管唇釉,409,Burgundy Vibes梅子色
lzw,https://img.xinxinapp.net/community/imgs/20190624/bf43c3726ff9d302fab34c870a7ee146_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,CHANEL/香奈儿 可可小姐炫光唇膏3g #106/Dominant,258,rYDQ,96.0,#106/Dominant热卖,https://img.xinxinapp.net/community/imgs/20190624/b81effcdedf5a5b735c308fd0fa9c078_100x100.jpeg?imageView2/0/w/200/h/200/interlace/1%7cimageMogr2/format/jpg,320.0,CHANEL,香奈儿,可可小姐炫光唇膏,106,Dominant
kKP,https://img.xinxinapp.net/community/imgs/20190611/2f2ca1aa083343ebc9a6339a4ab806e1_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,MAC/魅可 磨砂唇膏3g #314/Mull It Over白桃奶茶,131,okKy,1103.0,#314/Mull It Over白桃奶茶热卖,https://img.xinxinapp.net/community/imgs/20190611/f219dce3af07b415cc8d3ff9c6b345f2_100x100.jpeg?imageView2/0/w/200/h/200/interlace/1%7cimageMogr2/format/jpg,170.0,MAC,魅可,磨砂唇膏,314,Mull It Over白桃奶茶
K1Q,https://img.xinxinapp.net/community/imgs/20190610/faf5957e4d6d752aefaacc263adfd272_500x500.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,DIOR/迪奥 限量红管唇膏3.2g #999/UItra Dior,177,ZYV,123.0,#999/UItra Dior热卖,https://img.xinxinapp.net/community/imgs/20190610/2f3c9c828e80da7824be956052b25eb3_100x100.jpeg?imageView2/0/w/200/h/200/interlace/1%7cimageMogr2/format/jpg,315.0,DIOR,迪奥,限量红管唇膏,999,UItra Dior
kOx,https://img.xinxinapp.net/community/imgs/20191008/172c6d5d71614ebe233c3d1f02b99b4e_800x800.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,GIVENCHY/纪梵希 小羊皮唇膏3.4g #334/Grenat Volontaire,213,vOXy,994.0,N°334/Grenat Volontaire,https://img.xinxinapp.net/community/imgs/20191008/9a56c9aa6b8a62f3bd0d540769011c63_92x93.png?imageView2/0/w/200/h/200/interlace/1%7cimageMogr2/format/jpg,345.0,GIVENCHY,纪梵希,小羊皮唇膏,334,Grenat Volontaire
